RecreationVisits,RecreationHours,TentCampers,RVCampers,BackcountryCampers,Campers,Clusters,Cluster Color
147,123,0,0,0,0,0,peach
89,48,0,0,0,0,0,peach
58,47,0,0,0,0,0,peach
84,80,0,0,0,0,0,peach
248,208,0,0,0,0,0,peach
341,281,0,0,0,0,0,peach
800,919,0,0,0,0,0,peach
1725,1873,0,0,0,0,0,peach
2176,2192,0,0,0,0,0,peach
2344,2376,0,0,0,0,0,peach
1004,988,0,0,0,0,0,peach
445,394,0,0,0,0,0,peach
185,112,0,0,0,0,0,peach
49,31,0,0,0,0,0,peach
23,21,0,0,0,0,0,peach
128,149,0,0,0,0,0,peach
172,179,0,0,0,0,0,peach
286,334,0,0,0,0,0,peach
852,910,0,0,0,0,0,peach
1717,1816,0,0,0,0,0,peach
2212,2284,0,0,0,0,0,peach
2153,2408,0,0,0,0,0,peach
1036,1088,0,0,0,0,0,peach
353,322,0,0,0,0,0,peach
76,60,0,0,0,0,0,peach
10,12,0,0,0,0,0,peach
43,30,0,0,0,0,0,peach
118,159,0,0,0,0,0,peach
43,35,0,0,0,0,0,peach
158,126,0,0,0,0,0,peach
866,1078,0,0,0,0,0,peach
1902,2022,0,0,0,0,0,peach
2746,2952,0,0,0,0,0,peach
2160,2266,0,0,0,0,0,peach
1224,1316,0,0,0,0,0,peach
585,702,0,0,0,0,0,peach
221,172,0,0,0,0,0,peach
31,13,0,0,0,0,0,peach
26,12,0,0,0,0,0,peach
57,50,0,0,0,0,0,peach
150,120,0,0,0,0,0,peach
172,188,0,0,0,0,0,peach
951,1127,0,0,0,0,0,peach
2035,2687,0,0,0,0,0,peach
2767,3096,0,0,0,0,0,peach
2287,2431,0,0,0,0,0,peach
1218,1233,0,0,0,0,0,peach
449,569,0,0,0,0,0,peach
160,149,0,0,0,0,0,peach
45,37,0,0,0,0,0,peach
17,5,0,0,0,0,0,peach
82,87,0,0,0,0,0,peach
157,177,0,0,0,0,0,peach
346,412,0,0,0,0,0,peach
944,1231,0,0,0,0,0,peach
2057,2346,0,0,0,0,0,peach
2426,2683,0,0,0,0,0,peach
2519,3076,0,0,0,0,0,peach
1102,1376,0,0,0,0,0,peach
591,866,0,0,0,0,0,peach
101,67,0,0,0,0,0,peach
24,10,0,0,0,0,0,peach
18,8,0,0,0,0,0,peach
41,36,0,0,0,0,0,peach
259,322,0,0,0,0,0,peach
219,281,0,0,0,0,0,peach
814,1104,0,0,0,0,0,peach
1932,2840,0,0,0,0,0,peach
2831,3928,0,0,0,0,0,peach
2527,3369,0,0,0,0,0,peach
1003,1535,0,0,0,0,0,peach
328,483,0,0,0,0,0,peach
152,146,0,0,0,0,0,peach
63,61,0,0,0,0,0,peach
113,130,0,0,0,0,0,peach
80,47,0,0,0,0,0,peach
79,75,0,0,0,0,0,peach
279,326,0,0,0,0,0,peach
859,1066,0,0,0,0,0,peach
2207,2936,0,0,0,0,0,peach
2882,3731,0,0,0,0,0,peach
2852,3813,0,0,0,0,0,peach
1320,1931,0,0,0,0,0,peach
564,1090,0,0,0,0,0,peach
151,149,0,0,0,0,0,peach
53,56,0,0,0,0,0,peach
12,6,0,0,0,0,0,peach
80,62,0,0,0,0,0,peach
148,141,0,0,0,0,0,peach
432,454,0,0,0,0,0,peach
994,1445,0,0,0,0,0,peach
2174,2869,0,0,0,0,0,peach
2722,3410,0,0,0,0,0,peach
2386,3241,0,0,0,0,0,peach
1454,1635,0,0,0,0,0,peach
544,723,0,0,0,0,0,peach
149,169,0,0,0,0,0,peach
61,68,0,0,0,0,0,peach
84,69,0,0,0,0,0,peach
70,34,0,0,0,0,0,peach
127,222,0,0,0,0,0,peach
385,461,0,0,0,0,0,peach
1401,1743,0,0,0,0,0,peach
2093,2442,0,0,0,0,0,peach
2996,3437,0,0,0,0,0,peach
2527,3114,0,0,0,0,0,peach
1119,1291,0,0,0,0,0,peach
453,437,0,0,0,0,0,peach
156,180,0,0,0,0,0,peach
48,69,0,0,0,0,0,peach
54,46,0,0,0,0,0,peach
62,108,0,0,0,0,0,peach
176,191,0,0,0,0,0,peach
679,703,0,0,0,0,0,peach
963,1398,0,0,0,0,0,peach
4813,5331,0,0,0,0,0,peach
2940,4346,0,0,0,0,0,peach
2909,4023,0,0,0,0,0,peach
1131,1612,0,0,0,0,0,peach
573,704,0,0,0,0,0,peach
134,213,0,0,0,0,0,peach
48,41,0,0,0,0,0,peach
50,31,0,0,0,0,0,peach
128,180,0,0,0,0,0,peach
277,441,0,0,0,0,0,peach
365,496,0,0,0,0,0,peach
1237,1511,0,0,0,0,0,peach
3266,3776,0,0,0,0,0,peach
3243,4225,0,0,0,0,0,peach
3036,3857,0,0,0,0,0,peach
1591,2064,0,0,0,0,0,peach
538,556,0,0,0,0,0,peach
68,66,0,0,0,0,0,peach
92,75,0,0,0,0,0,peach
160,147,0,0,0,0,0,peach
229,239,0,0,0,0,0,peach
323,369,0,0,0,0,0,peach
679,853,0,0,0,0,0,peach
1754,2559,0,0,0,0,0,peach
3318,4690,0,0,0,0,0,peach
4611,5980,0,0,0,0,0,peach
3808,5275,0,0,0,0,0,peach
2219,2794,0,0,0,0,0,peach
865,1044,0,0,0,0,0,peach
713,576,0,0,0,0,0,peach
106,75,0,0,0,0,0,peach
139,106,0,0,0,0,0,peach
85,89,0,0,0,0,0,peach
257,317,0,0,0,0,0,peach
680,893,0,0,0,0,0,peach
2274,3410,0,0,0,0,0,peach
3368,4906,0,0,0,0,0,peach
4569,7411,0,0,0,0,0,peach
4325,6722,0,0,0,0,0,peach
2070,2848,0,0,0,0,0,peach
995,1158,0,0,0,0,0,peach
596,403,0,0,0,0,0,peach
109,118,0,0,0,0,0,peach
64,72,0,0,0,0,0,peach
135,200,0,0,0,0,0,peach
302,531,0,0,0,0,0,peach
646,798,0,0,0,0,0,peach
2364,3442,0,0,0,0,0,peach
3029,4015,0,0,0,0,0,peach
4577,6316,0,0,0,0,0,peach
4162,5842,0,0,0,0,0,peach
2236,2796,0,0,0,0,0,peach
1024,1289,0,0,0,0,0,peach
263,281,0,0,0,0,0,peach
168,223,0,0,0,0,0,peach
131,140,0,0,0,0,0,peach
250,353,0,0,0,0,0,peach
535,747,0,0,0,0,0,peach
603,783,0,0,0,0,0,peach
1779,2680,0,0,0,0,0,peach
3451,4729,0,0,0,0,0,peach
4814,6583,0,0,0,0,0,peach
3880,5049,0,0,0,0,0,peach
2145,2659,0,0,0,0,0,peach
876,1068,0,0,0,0,0,peach
195,175,0,0,0,0,0,peach
60,70,0,0,0,0,0,peach
129,92,0,0,0,0,0,peach
128,129,0,0,0,0,0,peach
357,437,0,0,0,0,0,peach
604,664,0,0,0,0,0,peach
1651,2425,0,0,0,0,0,peach
3500,4766,0,0,0,0,0,peach
3924,5019,0,0,0,0,0,peach
3207,4457,0,0,0,0,0,peach
1932,2747,0,0,0,0,0,peach
721,983,0,0,0,0,0,peach
306,387,0,0,0,0,0,peach
108,121,0,0,0,0,0,peach
122,128,0,0,0,0,0,peach
142,170,0,0,0,0,0,peach
727,676,0,0,0,0,0,peach
750,1026,0,0,0,0,0,peach
2302,3487,0,0,0,0,0,peach
4715,7255,0,0,0,0,0,peach
4594,6957,0,0,0,0,0,peach
3899,5643,0,0,0,0,0,peach
2040,2768,0,0,0,0,0,peach
902,1328,0,0,0,0,0,peach
254,377,0,0,0,0,0,peach
149,125,0,0,0,0,0,peach
120,278,0,0,0,0,0,peach
160,306,0,0,0,0,0,peach
304,603,0,0,0,0,0,peach
730,1653,0,0,0,0,0,peach
1798,4117,0,0,0,0,0,peach
3443,7553,0,0,0,0,0,peach
4082,9878,0,0,0,0,0,peach
3558,9118,0,0,0,0,0,peach
2058,4945,0,0,0,0,0,peach
916,2069,0,0,0,0,0,peach
308,509,0,0,0,0,0,peach
117,240,0,0,0,0,0,peach
220,416,0,0,0,0,0,peach
220,462,0,0,0,0,0,peach
506,1072,0,0,0,0,0,peach
737,1793,0,0,0,0,0,peach
1609,3911,0,0,0,0,0,peach
3503,8843,0,0,0,0,0,peach
3910,9705,0,0,0,0,0,peach
3517,9201,0,0,0,0,0,peach
2347,5610,0,0,0,0,0,peach
884,2082,0,0,0,0,0,peach
399,963,0,0,0,0,0,peach
265,532,0,0,0,0,0,peach
103,223,0,0,0,0,0,peach
163,288,0,0,0,0,0,peach
430,1047,0,0,0,0,0,peach
788,1777,0,0,0,0,0,peach
2153,5242,0,0,0,0,0,peach
3093,7638,0,0,0,0,0,peach
4449,10798,0,0,0,0,0,peach
3280,8222,0,0,0,0,0,peach
2024,4816,0,0,0,0,0,peach
1014,2631,0,0,0,0,0,peach
260,529,0,0,0,0,0,peach
176,334,0,0,0,0,0,peach
147,274,0,0,0,0,0,peach
134,208,0,0,0,0,0,peach
319,704,0,0,0,0,0,peach
848,2090,0,0,0,0,0,peach
1969,4957,0,0,0,0,0,peach
3237,8032,0,0,0,0,0,peach
3929,9734,0,0,0,0,0,peach
3203,7650,0,0,0,0,0,peach
1931,4877,0,0,0,0,0,peach
1010,2248,0,0,0,0,0,peach
482,1172,0,0,0,0,0,peach
190,280,0,0,0,0,0,peach
162,304,0,0,0,0,0,peach
191,432,0,0,0,0,0,peach
295,541,0,0,0,0,0,peach
688,1537,0,0,0,0,0,peach
1859,4052,0,0,0,0,0,peach
3429,7707,0,0,0,0,0,peach
4111,9555,0,0,0,0,0,peach
3062,7586,0,0,0,0,0,peach
2159,4986,0,0,0,0,0,peach
706,2021,0,0,0,0,0,peach
214,418,0,0,0,0,0,peach
253,459,0,0,0,0,0,peach
259,466,0,0,0,0,0,peach
111,190,0,0,0,0,0,peach
286,592,0,0,0,0,0,peach
617,1404,0,0,0,0,0,peach
1699,4490,0,0,0,0,0,peach
3431,7911,0,0,0,0,0,peach
3610,7935,0,0,0,0,0,peach
3151,7206,0,0,0,0,0,peach
1743,4379,0,0,0,0,0,peach
945,2437,0,0,0,0,0,peach
149,317,0,0,0,0,0,peach
232,383,0,0,0,0,0,peach
121,229,0,0,0,0,0,peach
99,196,0,0,0,0,0,peach
364,855,0,0,0,0,0,peach
549,1223,0,0,0,0,0,peach
1844,4756,0,0,0,0,0,peach
2700,6530,0,0,0,0,0,peach
3504,8953,0,0,0,0,0,peach
2700,6859,0,0,0,0,0,peach
2074,5208,0,0,0,0,0,peach
834,2052,0,0,0,0,0,peach
207,446,0,0,0,0,0,peach
239,449,0,0,0,0,0,peach
112,162,0,0,0,0,0,peach
261,551,0,0,0,0,0,peach
288,585,0,0,0,0,0,peach
385,875,0,0,0,0,0,peach
1909,5032,0,0,0,0,0,peach
2795,7198,0,0,0,0,0,peach
3396,9285,0,0,0,0,0,peach
2193,6191,0,0,0,0,0,peach
1550,4182,0,0,0,0,0,peach
737,1924,0,0,0,0,0,peach
360,465,0,0,0,0,0,peach
223,361,0,0,0,0,0,peach
211,504,0,0,0,0,0,peach
84,131,0,0,0,0,0,peach
235,475,0,0,0,0,0,peach
503,1258,0,0,0,0,0,peach
1468,3955,0,0,0,0,0,peach
2743,7411,0,0,0,0,0,peach
2930,6934,0,0,0,0,0,peach
2428,6486,0,0,0,0,0,peach
1648,3882,0,0,0,0,0,peach
759,1269,0,0,0,0,0,peach
340,585,0,0,0,0,0,peach
172,251,0,0,0,0,0,peach
140,290,0,0,0,0,0,peach
110,192,0,0,0,0,0,peach
324,752,0,0,0,0,0,peach
635,1389,0,0,0,0,0,peach
1935,4034,0,0,0,0,0,peach
2209,4829,0,0,0,0,0,peach
2984,6951,0,0,0,0,0,peach
2027,4395,0,0,0,0,0,peach
1450,2964,0,0,0,0,0,peach
646,1533,0,0,0,0,0,peach
411,1000,0,0,0,0,0,peach
126,172,0,0,0,0,0,peach
71,99,0,0,0,0,0,peach
143,236,0,0,0,0,0,peach
344,727,0,0,0,0,0,peach
528,1196,0,0,0,0,0,peach
1435,3736,0,0,0,0,0,peach
2388,6907,0,0,0,0,0,peach
2527,6649,0,0,0,0,0,peach
2098,5609,0,0,0,0,0,peach
1606,3961,0,0,0,0,0,peach
868,2283,0,0,0,0,0,peach
229,509,0,0,0,0,0,peach
188,325,0,0,0,0,0,peach
171,318,0,0,0,0,0,peach
151,340,0,0,0,0,0,peach
306,696,0,0,0,0,0,peach
335,672,0,0,0,0,0,peach
1390,3224,0,0,0,0,0,peach
2443,6682,0,0,0,0,0,peach
2914,7752,0,0,0,0,0,peach
2355,6627,0,0,0,0,0,peach
1657,4660,0,0,0,0,0,peach
454,1048,0,0,0,0,0,peach
233,572,0,0,0,0,0,peach
285,462,0,0,0,0,0,peach
131,252,0,0,0,0,0,peach
77,128,0,0,0,0,0,peach
242,528,0,0,0,0,0,peach
479,1273,0,0,0,0,0,peach
1479,4005,0,0,0,0,0,peach
2186,5155,0,0,0,0,0,peach
3103,8428,0,0,0,0,0,peach
2064,4993,0,0,0,0,0,peach
1451,3747,0,0,0,0,0,peach
908,2306,0,0,0,0,0,peach
245,571,0,0,0,0,0,peach
144,249,0,0,0,0,0,peach
104,188,0,0,0,0,0,peach
81,171,0,0,0,0,0,peach
325,660,0,0,0,0,0,peach
465,1025,0,0,0,0,0,peach
1142,2783,0,0,0,0,0,peach
2247,6393,0,0,0,0,0,peach
2597,6491,0,0,0,0,0,peach
1857,4613,0,0,0,0,0,peach
1717,4010,0,0,0,0,0,peach
797,1652,0,0,0,0,0,peach
126,297,0,0,0,0,0,peach
159,259,0,0,0,0,0,peach
131,294,0,0,0,0,0,peach
201,396,0,0,0,0,0,peach
423,1106,0,0,0,0,0,peach
526,1526,0,0,0,0,0,peach
1292,2933,0,0,0,0,0,peach
2324,5412,0,0,0,0,0,peach
2781,6504,0,0,0,0,0,peach
1731,4334,0,0,0,0,0,peach
1443,3593,0,0,0,0,0,peach
630,1546,0,0,0,0,0,peach
236,543,0,0,0,0,0,peach
106,182,0,0,0,0,0,peach
126,288,0,0,0,0,0,peach
92,149,0,0,0,0,0,peach
292,853,0,0,0,0,0,peach
268,645,0,0,0,0,0,peach
1430,3722,0,0,0,0,0,peach
2163,5613,0,0,0,0,0,peach
2358,5959,0,0,0,0,0,peach
1766,3936,0,0,0,0,0,peach
1486,3327,0,0,0,0,0,peach
140,295,0,0,0,0,0,peach
263,691,0,0,0,0,0,peach
120,206,0,0,0,0,0,peach
118,207,0,0,0,0,0,peach
102,162,0,0,0,0,0,peach
229,509,0,0,0,0,0,peach
501,1278,0,0,0,0,0,peach
1493,3847,0,0,0,0,0,peach
2162,5695,0,0,0,0,0,peach
2922,7251,0,0,0,0,0,peach
2193,5649,0,0,0,0,0,peach
1839,4368,0,0,0,0,0,peach
561,1418,0,0,0,0,0,peach
137,356,0,0,0,0,0,peach
183,295,0,0,0,0,0,peach
102,191,0,0,0,0,0,peach
114,206,0,0,0,0,0,peach
361,922,0,0,0,0,0,peach
524,1311,0,0,0,0,0,peach
1674,4275,0,0,0,0,0,peach
2401,6651,0,0,0,0,0,peach
2914,8107,0,0,0,0,0,peach
2033,5680,0,0,0,0,0,peach
1868,4829,0,0,0,0,0,peach
907,2087,0,0,0,0,0,peach
190,445,0,0,0,0,0,peach
176,347,0,0,0,0,0,peach
79,216,0,0,0,0,0,peach
161,344,0,0,0,0,0,peach
404,982,0,0,0,0,0,peach
484,1090,0,0,0,0,0,peach
1816,4627,0,0,0,0,0,peach
2969,7525,0,0,0,0,0,peach
3581,8671,0,0,0,0,0,peach
2455,6196,0,0,0,0,0,peach
2304,5819,0,0,0,0,0,peach
908,2188,0,0,0,0,0,peach
297,809,0,0,0,0,0,peach
97,175,0,0,0,0,0,peach
69,148,0,0,0,0,0,peach
199,462,0,0,0,0,0,peach
443,1010,0,0,0,0,0,peach
665,1408,0,0,0,0,0,peach
1842,4526,0,0,0,0,0,peach
2860,7271,0,0,0,0,0,peach
3755,8383,0,0,0,0,0,peach
18598,34286,0,0,0,0,0,peach
2190,4758,0,0,0,0,0,peach
1109,2822,0,0,0,0,0,peach
237,464,0,0,0,0,0,peach
71,156,0,0,0,0,0,peach
76,141,0,0,0,0,0,peach
96,200,0,0,0,0,0,peach
426,955,0,0,0,0,0,peach
428,942,0,0,0,0,0,peach
1876,5008,0,0,0,0,0,peach
3174,7668,0,0,0,0,0,peach
4192,9686,0,0,0,0,0,peach
2459,6246,0,0,0,0,0,peach
2249,5281,0,0,0,0,0,peach
983,2133,0,0,0,0,0,peach
224,512,0,0,0,0,0,peach
55,112,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
94,194,0,0,0,0,0,peach
401,858,0,0,0,0,0,peach
391,957,0,0,0,0,0,peach
2188,5058,0,0,0,0,0,peach
3276,7436,0,0,0,0,0,peach
4222,9285,0,0,0,0,0,peach
2775,6202,0,0,0,0,0,peach
2227,5388,0,0,0,0,0,peach
780,1761,0,0,0,0,0,peach
253,492,0,0,0,0,0,peach
50,75,0,0,0,0,0,peach
107,296,0,0,0,0,0,peach
194,413,0,0,0,0,0,peach
176,881,0,0,0,0,0,peach
129,518,0,0,0,0,0,peach
310,1240,0,0,0,0,0,peach
834,3186,0,0,0,0,0,peach
2377,7107,0,0,0,0,0,peach
1686,5560,0,0,0,0,0,peach
1558,4575,0,0,0,0,0,peach
978,2563,0,0,0,0,0,peach
252,826,0,0,0,0,0,peach
121,429,0,0,0,0,0,peach
94,381,0,0,0,0,0,peach
65,194,0,0,0,0,0,peach
279,838,0,0,0,0,0,peach
796,2174,0,0,0,0,0,peach
1889,4794,0,0,0,0,0,peach
3482,8669,0,0,0,0,0,peach
4209,10974,0,0,0,0,0,peach
2783,7458,0,0,0,0,0,peach
2601,6695,0,0,0,0,0,peach
1509,3874,0,0,0,0,0,peach
391,1230,0,0,0,0,0,peach
166,507,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
5,13,0,0,0,0,0,peach
13,32,0,0,0,0,0,peach
324,810,0,0,0,0,0,peach
150,375,0,0,0,0,0,peach
311,778,0,0,0,0,0,peach
431,1078,0,0,0,0,0,peach
333,832,0,0,0,0,0,peach
70,175,0,0,0,0,0,peach
102,255,0,0,0,0,0,peach
132,330,0,0,0,0,0,peach
51,127,0,0,0,0,0,peach
6,15,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
46,115,0,0,0,0,0,peach
50,125,0,0,0,0,0,peach
403,1008,0,0,0,0,0,peach
399,998,0,0,0,0,0,peach
281,703,0,0,0,0,0,peach
319,797,0,0,0,0,0,peach
81,202,0,0,0,0,0,peach
470,1175,0,0,0,0,0,peach
146,365,0,0,0,0,0,peach
10,25,0,0,0,0,0,peach
12,30,0,0,0,0,0,peach
16,40,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
225,563,0,0,0,0,0,peach
281,702,0,0,0,0,0,peach
555,1388,0,0,0,0,0,peach
463,1157,0,0,0,0,0,peach
433,1083,0,0,0,0,0,peach
78,195,0,0,0,0,0,peach
235,587,0,0,0,0,0,peach
63,158,0,0,0,0,0,peach
23,57,0,0,0,0,0,peach
3,8,0,0,0,0,0,peach
9,22,0,0,0,0,0,peach
44,110,0,0,0,0,0,peach
277,693,0,0,0,0,0,peach
222,555,0,0,0,0,0,peach
362,905,0,0,0,0,0,peach
500,1250,0,0,0,0,0,peach
431,1077,0,0,0,0,0,peach
150,375,0,0,0,0,0,peach
336,840,0,0,0,0,0,peach
35,88,0,0,0,0,0,peach
29,72,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
3,8,0,0,0,0,0,peach
13,32,0,0,0,0,0,peach
252,630,0,0,0,0,0,peach
107,268,0,0,0,0,0,peach
458,1145,0,0,0,0,0,peach
418,1045,0,0,0,0,0,peach
371,927,0,0,0,0,0,peach
65,163,0,0,0,0,0,peach
208,520,0,0,0,0,0,peach
9,22,0,0,0,0,0,peach
15,38,0,0,0,0,0,peach
3,8,0,0,0,0,0,peach
2,5,0,0,0,0,0,peach
75,187,0,0,0,0,0,peach
329,823,0,0,0,0,0,peach
580,1450,0,0,0,0,0,peach
299,748,0,0,0,0,0,peach
355,887,0,0,0,0,0,peach
341,852,0,0,0,0,0,peach
40,100,0,0,0,0,0,peach
159,398,0,0,0,0,0,peach
40,100,0,0,0,0,0,peach
28,70,0,0,0,0,0,peach
2,5,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
106,265,0,0,0,0,0,peach
243,608,0,0,0,0,0,peach
426,1065,0,0,0,0,0,peach
424,1060,0,0,0,0,0,peach
341,852,0,0,0,0,0,peach
346,865,0,0,0,0,0,peach
37,93,0,0,0,0,0,peach
222,555,0,0,0,0,0,peach
31,77,0,0,0,0,0,peach
22,55,0,0,0,0,0,peach
6,15,0,0,0,0,0,peach
21,53,0,0,0,0,0,peach
67,167,0,0,0,0,0,peach
147,368,0,0,0,0,0,peach
402,1005,0,0,0,0,0,peach
370,925,0,0,0,0,0,peach
407,1017,0,0,0,0,0,peach
429,1072,0,0,0,0,0,peach
117,268,0,0,0,0,0,peach
210,525,0,0,0,0,0,peach
14,35,0,0,0,0,0,peach
12,31,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
231,578,0,0,0,0,0,peach
116,290,0,0,0,0,0,peach
67,167,0,0,0,0,0,peach
434,1085,0,0,0,0,0,peach
330,825,0,0,0,0,0,peach
468,1170,0,0,0,0,0,peach
369,923,0,0,0,0,0,peach
88,220,0,0,0,0,0,peach
320,800,0,0,0,0,0,peach
53,133,0,0,0,0,0,peach
18,45,0,0,0,0,0,peach
2,5,0,0,0,0,0,peach
16,40,0,0,0,0,0,peach
28,70,0,0,0,0,0,peach
244,610,0,0,0,0,0,peach
567,1418,0,0,0,0,0,peach
178,445,0,0,0,0,0,peach
423,1057,0,0,0,0,0,peach
324,810,0,0,0,0,0,peach
25,63,0,0,0,0,0,peach
297,743,0,0,0,0,0,peach
24,60,0,0,0,0,0,peach
12,30,0,0,0,0,0,peach
44,110,0,0,0,0,0,peach
5,13,0,0,0,0,0,peach
73,183,0,0,0,0,0,peach
348,870,0,0,0,0,0,peach
860,2150,0,0,0,0,0,peach
527,1318,0,0,0,0,0,peach
670,1675,0,0,0,0,0,peach
442,1105,0,0,0,0,0,peach
204,510,0,0,0,0,0,peach
593,1483,0,0,0,0,0,peach
54,135,0,0,0,0,0,peach
22,55,0,0,0,0,0,peach
36,90,0,0,0,0,0,peach
7,18,0,0,0,0,0,peach
60,150,0,0,0,0,0,peach
331,828,0,0,0,0,0,peach
822,2055,0,0,0,0,0,peach
374,935,0,0,0,0,0,peach
493,1233,0,0,0,0,0,peach
402,1005,0,0,0,0,0,peach
221,553,0,0,0,0,0,peach
343,856,0,0,0,0,0,peach
320,800,0,0,0,0,0,peach
9,23,0,0,0,0,0,peach
2,5,0,0,0,0,0,peach
55,138,0,0,0,0,0,peach
107,268,0,0,0,0,0,peach
383,1368,0,0,0,0,0,peach
754,1885,0,0,0,0,0,peach
521,1303,0,0,0,0,0,peach
587,1468,0,0,0,0,0,peach
590,1475,0,0,0,0,0,peach
225,563,0,0,0,0,0,peach
501,1253,0,0,0,0,0,peach
50,125,0,0,0,0,0,peach
37,93,0,0,0,0,0,peach
5,13,0,0,0,0,0,peach
26,55,0,0,0,0,0,peach
85,213,0,0,0,0,0,peach
143,358,0,0,0,0,0,peach
978,2445,0,0,0,0,0,peach
550,1375,0,0,0,0,0,peach
586,1465,0,0,0,0,0,peach
429,1073,0,0,0,0,0,peach
290,725,0,0,0,0,0,peach
236,590,0,0,0,0,0,peach
65,163,0,0,0,0,0,peach
26,65,0,0,0,0,0,peach
7,18,0,0,0,0,0,peach
8,20,0,0,0,0,0,peach
145,363,0,0,0,0,0,peach
321,803,0,0,0,0,0,peach
894,2235,0,0,0,0,0,peach
561,1403,0,0,0,0,0,peach
415,1038,0,0,0,0,0,peach
330,825,0,0,0,0,0,peach
145,363,0,0,0,0,0,peach
222,555,0,0,0,0,0,peach
48,120,0,0,0,0,0,peach
59,148,0,0,0,0,0,peach
22,55,0,0,0,0,0,peach
7,18,0,0,0,0,0,peach
88,220,0,0,0,0,0,peach
271,678,0,0,0,0,0,peach
811,2028,0,0,0,0,0,peach
374,935,0,0,0,0,0,peach
546,1365,0,0,0,0,0,peach
306,765,0,0,0,0,0,peach
155,388,0,0,0,0,0,peach
495,1238,0,0,0,0,0,peach
292,730,0,0,0,0,0,peach
25,63,0,0,0,0,0,peach
44,110,0,0,0,0,0,peach
74,185,0,0,0,0,0,peach
115,288,0,0,0,0,0,peach
67,168,0,0,0,0,0,peach
624,1560,0,0,0,0,0,peach
501,1253,0,0,0,0,0,peach
580,1450,0,0,0,0,0,peach
345,863,0,0,0,0,0,peach
53,133,0,0,0,0,0,peach
241,603,0,0,0,0,0,peach
98,245,0,0,0,0,0,peach
27,68,0,0,0,0,0,peach
7,18,0,0,0,0,0,peach
95,238,0,0,0,0,0,peach
222,555,0,0,0,0,0,peach
130,325,0,0,0,0,0,peach
988,2470,0,0,0,0,0,peach
472,1180,0,0,0,0,0,peach
439,1098,0,0,0,0,0,peach
335,838,0,0,0,0,0,peach
157,393,0,0,0,0,0,peach
308,770,0,0,0,0,0,peach
89,223,0,0,0,0,0,peach
34,85,0,0,0,0,0,peach
18,45,0,0,0,0,0,peach
33,83,0,0,0,0,0,peach
108,270,0,0,0,0,0,peach
264,660,0,0,0,0,0,peach
937,2343,0,0,0,0,0,peach
599,1498,0,0,0,0,0,peach
572,1430,0,0,0,0,0,peach
362,905,0,0,0,0,0,peach
109,273,0,0,0,0,0,peach
303,758,0,0,0,0,0,peach
54,135,0,0,0,0,0,peach
4,10,0,0,0,0,0,peach
8,20,0,0,0,0,0,peach
12,30,0,0,0,0,0,peach
129,323,0,0,0,0,0,peach
342,855,0,0,0,0,0,peach
698,1745,0,0,0,0,0,peach
413,1033,0,0,0,0,0,peach
568,1420,0,0,0,0,0,peach
265,663,0,0,0,0,0,peach
123,308,0,0,0,0,0,peach
652,1630,0,0,0,0,0,peach
41,103,0,0,0,0,0,peach
42,105,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
22,55,0,0,0,0,0,peach
125,313,0,0,0,0,0,peach
199,498,0,0,0,0,0,peach
620,1550,0,0,0,0,0,peach
718,1795,0,0,0,0,0,peach
402,1005,0,0,0,0,0,peach
259,648,0,0,0,0,0,peach
133,333,0,0,0,0,0,peach
369,923,0,0,0,0,0,peach
177,443,0,0,0,0,0,peach
23,58,0,0,0,0,0,peach
3,8,0,0,0,0,0,peach
20,50,0,0,0,0,0,peach
79,198,0,0,0,0,0,peach
207,518,0,0,0,0,0,peach
944,2360,0,0,0,0,0,peach
456,1140,0,0,0,0,0,peach
384,960,0,0,0,0,0,peach
230,575,0,0,0,0,0,peach
160,400,0,0,0,0,0,peach
523,1308,0,0,0,0,0,peach
123,308,0,0,0,0,0,peach
2,5,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
2,5,0,0,0,0,0,peach
50,125,0,0,0,0,0,peach
207,518,0,0,0,0,0,peach
550,1375,0,0,0,0,0,peach
424,1060,0,0,0,0,0,peach
295,738,0,0,0,0,0,peach
215,538,0,0,0,0,0,peach
55,138,0,0,0,0,0,peach
600,1500,0,0,0,0,0,peach
49,123,0,0,0,0,0,peach
9,23,0,0,0,0,0,peach
24,60,0,0,0,0,0,peach
10,25,0,0,0,0,0,peach
82,205,0,0,0,0,0,peach
191,478,0,0,0,0,0,peach
826,2065,0,0,0,0,0,peach
314,785,0,0,0,0,0,peach
250,625,0,0,0,0,0,peach
156,390,0,0,0,0,0,peach
75,188,0,0,0,0,0,peach
192,480,0,0,0,0,0,peach
5,13,0,0,0,0,0,peach
0,0,0,0,0,0,0,peach
18,45,0,0,0,0,0,peach
1,3,0,0,0,0,0,peach
116,290,0,0,0,0,0,peach
214,535,0,0,0,0,0,peach
639,1598,0,0,0,0,0,peach
162,405,0,0,0,0,0,peach
260,650,0,0,0,0,0,peach
